아이템아이디,행사주관기관,행사명,모집인원/구분,예약최대인원,예약최소인원,행사시작일,행사종료일,예약시작일,예약종료일,예약시작시간,예약종료시간,휴무요일,당일예약가능여부
627,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2016-07-22,2016-07-22,2016-07-22,2016-07-22,0,24,,0
628,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-07-24,2016-07-24,2016-07-24,2016-07-24,0,24,,0
629,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-06-13,2016-06-19,2016-06-07,2016-06-19,0,24,|tue,0
630,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-19,2016-07-19,2016-07-19,2016-07-19,0,0,,0
631,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-07-23,2016-07-23,2016-07-23,2016-07-23,0,0,,0
632,민물고기 생태학습관,학습관예약(10~12월),1500명/일,1000,30,2016-10-01,2016-12-31,2016-06-13,2016-12-31,0,24,|mon,0
636,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-06-20,2016-06-26,2016-06-14,2016-06-26,0,24,|tue,0
639,민물고기생태체험학교예약,생태체험학교 예약,30명/일,4,2,2016-06-15,2016-08-26,2016-07-08,2016-08-26,0,24,|sun|mon|tue|wed|thu|sat,0
641,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-06-25,2016-06-25,2016-06-25,2016-06-25,0,24,,0
642,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-06-27,2016-07-03,2016-06-21,2016-07-03,0,24,|tue,0
643,강씨봉자연휴양림 체험프로그램,오전(09:30~11:30),20명/일,20,0,2016-07-01,2016-07-31,2016-06-22,2016-07-31,0,0,|tue,0
644,강씨봉자연휴양림 체험프로그램,오후(15:00~17:00),20명/일,20,0,2016-07-01,2016-07-31,2016-06-22,2016-07-31,0,0,|tue,0
645,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-07-04,2016-07-10,2016-06-28,2016-07-10,0,24,|tue,0
646,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-09,2016-08-09,2016-08-09,2016-08-09,0,24,,0
647,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-10,2016-08-10,2016-08-10,2016-08-10,0,24,,0
648,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-08-11,2016-08-11,2016-08-11,2016-08-11,0,24,,0
649,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-12,2016-08-12,2016-08-12,2016-08-12,0,24,,0
650,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-17,2016-08-17,2016-08-17,2016-08-17,0,24,,0
651,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-18,2016-08-18,2016-08-18,2016-08-18,0,24,,0
652,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-08-19,2016-08-19,2016-08-19,2016-08-19,0,24,,0
653,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-08-20,2016-08-20,2016-08-20,2016-08-20,0,24,,0
654,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-08-21,2016-08-21,2016-08-21,2016-08-21,0,24,,0
655,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-23,2016-08-23,2016-08-23,2016-08-23,0,24,,0
656,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-24,2016-08-24,2016-08-24,2016-08-24,0,24,,0
657,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-08-25,2016-08-25,2016-08-25,2016-08-25,0,24,,0
658,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-26,2016-08-26,2016-08-26,2016-08-26,0,24,,0
659,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-08-27,2016-08-27,2016-08-27,2016-08-27,0,24,,0
660,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-08-28,2016-08-28,2016-08-28,2016-08-28,0,24,,0
661,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-30,2016-08-30,2016-08-30,2016-08-30,0,24,,0
662,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-08-31,2016-08-31,2016-08-31,2016-08-31,0,24,,0
663,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-08-13,2016-08-13,2016-08-13,2016-08-13,0,24,,0
669,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-07-11,2016-07-17,2016-07-05,2016-07-17,0,24,|tue,0
670,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-07-18,2016-07-24,2016-07-12,2016-07-24,0,24,,0
671,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-07-25,2016-07-31,2016-07-19,2016-07-31,0,24,,1
672,강씨봉자연휴양림 체험프로그램,오전(09:30~11:30),20명/일,5,0,2016-08-01,2016-08-31,2016-07-25,2016-08-31,0,0,|tue,0
673,강씨봉자연휴양림 체험프로그램,오후(15:00~17:00),20명/일,5,0,2016-08-01,2016-08-31,2016-07-25,2016-08-31,0,0,|tue,0
678,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-08-01,2016-08-07,2016-07-26,2016-08-07,0,24,,1
679,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2016-09-01,2016-09-01,2016-09-01,2016-09-01,0,24,,0
680,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2016-09-02,2016-09-02,2016-09-02,2016-09-02,0,24,,0
681,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-09-03,2016-09-03,2016-09-03,2016-09-03,0,24,,0
682,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-09-04,2016-09-04,2016-09-04,2016-09-04,0,24,,0
683,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-09-06,2016-09-06,2016-09-06,2016-09-06,0,24,,0
684,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-09-07,2016-09-07,2016-09-07,2016-09-07,0,0,,0
685,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-09-08,2016-09-08,2016-09-08,2016-09-08,0,24,,0
686,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2016-09-09,2016-09-09,2016-09-09,2016-09-09,0,24,,0
687,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-09-20,2016-09-20,2016-09-20,2016-09-20,0,24,,0
688,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-09-21,2016-09-21,2016-09-21,2016-09-21,0,24,,0
689,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-09-22,2016-09-22,2016-09-22,2016-09-22,0,24,,0
690,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-09-23,2016-09-23,2016-09-23,2016-09-23,0,24,,0
691,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-09-24,2016-09-24,2016-09-24,2016-09-24,0,24,,0
692,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-09-25,2016-09-25,2016-09-25,2016-09-25,0,24,,0
693,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-09-27,2016-09-27,2016-09-27,2016-09-27,0,24,,0
694,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-09-28,2016-09-28,2016-09-28,2016-09-28,0,24,,0
695,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2016-09-29,2016-09-29,2016-09-29,2016-09-29,0,24,,0
696,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2016-09-30,2016-09-30,2016-09-30,2016-09-30,0,0,,0
697,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-08-08,2016-08-14,2016-08-01,2016-08-14,0,24,,1
698,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-08-15,2016-08-21,2016-08-09,2016-08-21,0,24,,1
699,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-08-22,2016-08-28,2016-08-16,2016-08-28,0,24,,1
700,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-08-29,2016-09-04,2016-08-23,2016-09-04,0,24,|tue,1
702,강씨봉자연휴양림 체험프로그램,오전(09:30~11:30),20명/일,20,0,2016-09-01,2016-09-30,2016-08-25,2016-09-30,0,24,,0
703,강씨봉자연휴양림 체험프로그램,오후(15:00~17:00),20명/일,20,0,2016-09-01,2016-09-30,2016-08-25,2016-09-30,0,24,,0
704,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-09-05,2016-09-11,2016-08-30,2016-09-11,0,24,|tue,1
705,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-01,2016-10-01,2016-10-01,2016-10-01,0,24,|mon,1
706,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-02,2016-10-02,2016-10-02,2016-10-02,0,24,,1
707,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-03,2016-10-03,2016-10-03,2016-10-03,0,24,,1
708,"물향기-해설프로그램(개인,단체)",오전10시,100명/일,0,0,2016-10-05,2016-10-05,2016-10-05,2016-10-05,0,24,,1
709,"물향기-해설프로그램(개인,단체)",오전10시,150명/일,0,0,2016-10-06,2016-10-06,2016-10-06,2016-10-06,0,0,,1
710,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2016-10-07,2016-10-07,2016-10-07,2016-10-07,0,24,,1
711,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-08,2016-10-08,2016-10-08,2016-10-08,0,0,,1
712,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-10-12,2016-10-12,2016-10-12,2016-10-12,0,24,,1
714,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-10-14,2016-10-14,2016-10-14,2016-10-14,0,24,,1
715,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-10-11,2016-10-11,2016-10-11,2016-10-11,0,24,,1
716,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-10-18,2016-10-18,2016-10-18,2016-10-18,0,24,,1
717,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-10-13,2016-10-13,2016-10-13,2016-10-13,0,24,,1
719,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-15,2016-10-15,2016-10-15,2016-10-15,0,0,,1
720,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-16,2016-10-16,2016-10-16,2016-10-16,0,24,,1
722,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-10-19,2016-10-19,2016-10-19,2016-10-19,0,24,,1
723,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-10-20,2016-10-20,2016-10-20,2016-10-20,0,24,,1
724,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-10-21,2016-10-21,2016-10-21,2016-10-21,0,24,,1
725,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-22,2016-10-22,2016-10-22,2016-10-22,0,24,,1
726,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-23,2016-10-23,2016-10-23,2016-10-23,0,24,,1
727,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-10-25,2016-10-25,2016-10-25,2016-10-25,0,24,,1
728,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-10-26,2016-10-26,2016-10-26,2016-10-26,0,24,,1
729,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2016-10-27,2016-10-27,2016-10-27,2016-10-27,0,24,,1
730,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2016-10-28,2016-10-28,2016-10-28,2016-10-28,0,0,,1
731,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-29,2016-10-29,2016-10-29,2016-10-29,0,24,,1
732,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-10-30,2016-10-30,2016-10-30,2016-10-30,0,24,,1
733,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-09-12,2016-09-18,2016-09-06,2016-09-18,0,24,|tue|thu,1
734,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-09-19,2016-09-25,2016-09-13,2016-09-25,0,24,|tue,1
735,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-09-26,2016-09-30,2016-09-20,2016-09-30,0,24,|tue,1
736,강씨봉자연휴양림 체험프로그램,오전(09:30~11:30),20명/일,20,0,2016-10-01,2016-10-31,2016-09-28,2016-10-31,0,0,|tue|wed|sat,0
737,강씨봉자연휴양림 체험프로그램,오후(15:00~17:00),20명/일,20,0,2016-10-01,2016-10-31,2016-09-28,2016-10-31,0,0,|tue|wed|sat,0
738,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설이용,20명/일,5,1,2016-10-01,2016-10-10,2016-09-28,2016-10-10,0,24,|tue,1
739,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-10-04,2016-10-04,2016-10-04,2016-10-04,0,24,,1
740,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-01,2016-11-01,2016-11-01,2016-11-01,0,24,,1
741,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-02,2016-11-02,2016-11-02,2016-11-02,0,24,,1
742,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-03,2016-11-03,2016-11-03,2016-11-03,0,24,,1
743,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-04,2016-11-04,2016-11-04,2016-11-04,0,24,,1
744,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-11-05,2016-11-05,2016-11-05,2016-11-05,0,24,,1
745,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-11-06,2016-11-06,2016-11-06,2016-11-06,0,24,,1
746,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-08,2016-11-08,2016-11-08,2016-11-08,0,24,,1
747,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-09,2016-11-09,2016-11-09,2016-11-09,0,24,,1
748,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-10,2016-11-10,2016-11-10,2016-11-10,0,24,,1
749,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-11-11,2016-11-11,2016-11-11,2016-11-11,0,24,,1
750,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-11-12,2016-11-12,2016-11-12,2016-11-12,0,24,,1
751,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-11-13,2016-11-13,2016-11-13,2016-11-13,0,24,,1
752,"물향기-해설프로그램(개인,단체)",오전10시,7명/일,0,0,2016-10-11,2016-10-11,2016-10-11,2016-10-11,0,0,,1
753,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-10-19,2016-10-19,2016-10-19,2016-10-19,0,24,,1
754,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-10-21,2016-10-21,2016-10-21,2016-10-21,0,0,,1
755,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설이용,20명/일,5,1,2016-10-12,2016-10-16,2016-10-07,2016-10-16,0,0,|tue,1
756,민물고기 생태학습관,민물고기 생태학습관 관람예약 2017. 1~5,1500명/일,1500,30,2017-01-01,2017-12-31,2017-01-01,2017-05-31,0,0,|mon,0
757,강씨봉자연휴양림 체험프로그램,오전(10:30~11:30),20명/일,5,0,2017-02-08,2017-02-28,2017-02-06,2017-02-28,0,0,|tue,0
758,강씨봉자연휴양림 체험프로그램,오후(15:00~16:00),20명/일,5,0,2017-02-08,2017-02-28,2017-02-06,2017-02-28,0,0,|tue,0
763,강씨봉자연휴양림 체험프로그램,오전(10:30~11:30),20명/일,5,0,2017-03-01,2017-03-31,2017-03-01,2017-03-31,0,0,|tue,1
1359,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2018-09-25,2018-11-30,2018-09-18,2018-10-01,0,24,,1
1360,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2018-10-02,2018-11-30,2018-09-18,2018-10-08,0,24,,1
1361,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2018-09-25,2018-11-30,2018-09-18,2018-10-01,0,24,,1
1362,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2018-10-02,2018-11-30,2018-09-18,2018-10-08,0,24,,1
1363,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2018-09-25,2018-11-30,2018-09-18,2018-10-01,0,24,,1
1364,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2018-10-02,2018-11-30,2018-09-18,2018-10-08,0,24,,1
1365,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,3,2018-11-01,2018-11-01,2018-11-01,2018-11-01,0,24,,1
1366,"물향기-해설프로그램(개인,단체)",오전10시,100명/일,0,3,2018-11-02,2018-11-02,2018-11-02,2018-11-02,0,24,,1
1367,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2018-11-03,2018-11-03,2018-11-03,2018-11-03,0,24,,1
1368,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2018-11-04,2018-11-04,2018-11-04,2018-11-04,0,24,,1
1369,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2018-11-06,2018-11-06,2018-11-06,2018-11-06,0,24,,1
1370,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,3,2018-11-07,2018-11-07,2018-11-07,2018-11-07,0,24,,1
2563,물향기-체험프로그램 예약,<10시30분 유아단체> 유아숲 4/3,25명/일,25,20,2023-04-18,2023-04-21,2023-03-06,2023-04-30,10,24,,1
2569,물향기-체험프로그램 예약,<14시 유아초등저가족>조물조물 4/2,20명/일,5,2,2023-04-08,2023-04-08,2023-03-06,2023-04-30,10,24,,1
2570,물향기-체험프로그램 예약,<14시 유아초등저가족> 조물조물 4/4,20명/일,5,2,2023-04-22,2023-04-22,2023-03-06,2023-04-30,10,24,,1
2578,종자관리소 견학프로그램,test,30명/일,10,5,2023-05-30,2023-05-31,2023-05-25,2023-12-31,0,24,|sun|mon|thu|fri|sat,1
2581,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 4/2,30명/일,30,20,2023-04-11,2023-04-14,2023-03-13,2023-04-30,10,24,,1
2582,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 4/4,30명/일,30,20,2023-04-25,2023-04-28,2023-03-13,2023-04-30,10,24,,1
2583,물향기-체험프로그램 예약,<14시 취약단체> 다가치숲 4/1,15명/일,15,10,2023-04-05,2023-04-07,2023-03-13,2023-04-30,10,24,|thu,1
2584,물향기-체험프로그램 예약,"<14시 개인,단체> 에코티어링 4",24명/일,24,2,2023-04-04,2023-04-28,2023-03-06,2023-04-30,10,24,|sun|mon|wed|fri|sat,1
2585,물향기-체험프로그램 예약,<14시 취약단체> 다가치숲 4/3,15명/일,15,10,2023-04-19,2023-04-21,2023-03-13,2023-04-30,10,24,|thu,1
2586,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 5/2,30명/일,30,20,2023-05-09,2023-05-12,2023-03-13,2023-05-31,10,24,,1
2587,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 5/4,30명/일,30,20,2023-05-23,2023-05-26,2023-03-13,2023-05-31,10,24,,1
2590,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 6/2,30명/일,30,20,2023-06-13,2023-06-16,2023-03-13,2023-06-30,10,24,,1
2591,물향기-체험프로그램 예약,<10시 초등단체> 자연교실 6/4,30명/일,30,20,2023-06-27,2023-06-30,2023-03-13,2023-06-30,10,24,,1
2594,물향기-체험프로그램 예약,<14시 취약계층> 다가치숲 7/1,15명/일,15,10,2023-07-05,2023-07-07,2023-03-13,2023-07-31,10,24,|thu,1
2595,물향기-체험프로그램 예약,<14시 취약계층> 다가치숲 7/3,15명/일,15,10,2023-07-19,2023-07-21,2023-03-13,2023-07-31,10,24,|thu,1
2596,물향기-체험프로그램 예약,<14시 취약단체> 다가치숲 8/1,15명/일,15,10,2023-08-09,2023-08-11,2023-03-13,2023-08-31,10,24,|thu,1
2597,물향기-체험프로그램 예약,<14시 취약단체> 다가치숲 8/3,15명/일,15,10,2023-08-23,2023-08-25,2023-03-13,2023-08-31,10,24,|thu,1
2619,연인산 숲체험프로그램,오전10시 ~12시  ,10명/일,10,5,2023-03-13,2023-04-28,2023-03-13,2023-04-28,0,24,|sun|sat,1
2621,연인산 숲체험프로그램,오전10시 ~12시  ,10명/일,10,5,2023-09-01,2023-09-27,2023-03-14,2023-09-27,0,24,|sun|sat,1
2622,연인산 숲체험프로그램,오전10시 ~12시  ,10명/일,10,5,2023-10-04,2023-10-06,2023-03-14,2023-10-06,0,24,|sun|sat,1
2623,연인산 숲체험프로그램,오전10시 ~12시  ,10명/일,10,5,2023-10-10,2023-11-30,2023-03-14,2023-11-30,0,24,|sun|sat,1
2624,연인산 숲체험프로그램,오전 10시 ~12시  ,10명/일,10,5,2023-05-02,2023-05-04,2023-03-13,2023-05-04,0,24,|sun|sat,1
